col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,product_name,brand,product_category_tree
1,1,0,0,0,0,0,0,0,1,Furst USB Adapter with Cable For Dzire VC Battery Charger,Furst,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Chargers >> Wall Chargers >> Furst Wall Chargers >> Furst USB Adapter with Cable For Dzire VC Batter...""]"
1,0,0,0,0,0,1,0,0,1,Furst USB Adapter with Cable For Lnvo Sisley S90 Battery Charger,Furst,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Chargers >> Wall Chargers >> Furst Wall Chargers >> Furst USB Adapter with Cable For Lnvo Sisley S90...""]"
1,0,1,0,0,0,0,0,1,0,Furst USB Adapter with Cable For Lnvo Vibe P1M Battery Charger,Furst,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Chargers >> Wall Chargers >> Furst Wall Chargers >> Furst USB Adapter with Cable For Lnvo Vibe P1M B...""]"
1,0,0,1,0,0,1,0,0,0,Furst USB Adapter with Cable For Mt X (2nd Gen) Battery Charger,Furst,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Chargers >> Wall Chargers >> Furst Wall Chargers >> Furst USB Adapter with Cable For Mt X (2nd Gen) ...""]"
1,0,2,0,0,0,0,0,0,0,Furst USB Adapter with Cable For One Dual Sim Battery Charger,Furst,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Chargers >> Wall Chargers >> Furst Wall Chargers >> Furst USB Adapter with Cable For One Dual Sim Ba...""]"
2,0,0,0,0,0,0,1,0,0,Furst USB Adapter with Cable For Xp Miro Battery Charger,Furst,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Chargers >> Wall Chargers >> Furst Wall Chargers >> Furst USB Adapter with Cable For Xp Miro Battery...""]"
1,0,0,0,0,1,0,0,1,0,Furst USB Adapter with Cable For Xp Z5 Battery Charger,Furst,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Chargers >> Wall Chargers >> Furst Wall Chargers >> Furst USB Adapter with Cable For Xp Z5 Battery C...""]"
0,1,0,0,1,0,1,0,0,0,Fuschia Pure Neem,Fuschia,"[""Beauty and Personal Care >> Bath and Spa >> Soaps >> Fuschia Soaps""]"
0,0,1,0,0,0,0,1,1,0,Fusion Mela Women's Geometric Print Casual Shirt,Slim,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Fusion Mela Shirts""]"
0,0,0,0,0,0,0,2,1,0,Fusion Women's Solid Casual Shirt,Regular,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Fusion Shirts""]"
0,0,0,0,0,1,0,1,1,0,Fuson Back Cover for Apple iPad Mini 2,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,0,0,1,0,0,1,0,Fuson Back Cover for Samsung Galaxy J7,Fuson,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fuson Cases & Covers""]"
1,0,0,1,1,0,0,0,0,0,Futaba 225-Button Shaped Winder Earphone Cable Organizer,Futaba,"[""Mobiles & Accessories >> Mobile Accessories >> Earphone Cable Organizers >> Futaba Earphone Cable Organizers >> Futaba 225-Button Shaped Winder Earphone Cable O...""]"
1,0,0,0,0,0,0,0,1,1,Futaba Baking Silicon Flat Pastry Brush,Futaba,"[""Kitchen & Dining >> Bakeware >> Pastry Brushes >> Futaba Pastry Brushes >> Futaba Baking Silicon Flat Pastry Brush (Pack of 1)""]"
2,0,0,0,1,0,0,0,0,0,Futaba Dragon Eye Fruit Seed,Futaba,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Seeds >> Fruit Seeds >> Futaba Fruit Seeds >> Futaba Dragon Eye Fruit Seed (10 per packet)""]"
1,0,0,0,0,0,1,0,0,1,Future Tech Metal Bangle,Future Tech,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]"
1,1,0,0,0,0,0,0,0,1,G Fashion Printed Cotton Women's Harem Pants,G Fashion,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Ethnic Bottoms >> Harem Pants >> G Fashion Harem Pants >> G Fashion Printed Cotton Women's Harem Pants""]"
1,1,0,0,0,0,0,0,0,1,G Fashion Printed Cotton Women's Harem Pants,G Fashion,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Ethnic Bottoms >> Harem Pants >> G Fashion Harem Pants >> G Fashion Printed Cotton Women's Harem Pants""]"
1,1,0,0,0,0,0,0,0,1,G Fashion Printed Cotton Women's Harem Pants,G Fashion,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Ethnic Bottoms >> Harem Pants >> G Fashion Harem Pants >> G Fashion Printed Cotton Women's Harem Pants""]"
1,0,0,0,0,0,0,0,0,2,G Fashion Striped Cotton Women's Harem Pants,G Fashion,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Ethnic Bottoms >> Harem Pants >> G Fashion Harem Pants >> G Fashion Striped Cotton Women's Harem Pants""]"
0,1,0,0,1,0,0,1,0,0,G&G Minion It Was't Me Ceramic Mug,G&G,"[""Kitchen & Dining >> Coffee Mugs >> G&G Coffee Mugs >> G&G Minion It Was't Me Ceramic Mug (350 ml)""]"
1,0,0,0,0,0,0,0,0,2,G-Luck Gomed Stone Weight - 12.3 Carat / 14.47 Ratti Silver Garnet Ring,G-Luck,"[""Jewellery >> Rings""]"
1,0,0,1,0,0,0,0,0,1,G-Luck Silver Turquoise NA K Ring,G-Luck,"[""Jewellery >> Rings""]"
1,0,0,1,0,0,0,0,0,1,G-Luck Silver Turquoise NA K Ring,G-Luck,"[""Jewellery >> Rings""]"
1,0,0,1,0,0,0,0,0,1,G-Luck Silver Turquoise NA K Ring,G-Luck,"[""Jewellery >> Rings""]"
2,0,0,0,0,0,0,0,1,0,G-MOS Book Cover for Apple iPad 2,G-MOS,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> G-MOS Cases & Covers""]"
1,0,0,0,0,0,0,1,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (16 inch x 20 inch)""]"
1,0,0,0,0,0,0,1,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (12 inch x 15 inch)""]"
1,0,0,0,0,0,0,0,0,2,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (8 inch x 10 inch)""]"
1,0,0,0,1,0,0,0,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (18 inch x 24 inch)""]"
1,0,0,0,1,0,0,0,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (18 inch x 24 inch)""]"
1,0,0,0,0,0,0,0,0,2,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (8 inch x 10 inch)""]"
1,1,0,0,0,0,0,0,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (10 inch x 12 inch)""]"
2,0,0,0,0,0,0,0,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (24 inch x 30 inch)""]"
2,0,0,0,0,0,0,0,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (24 inch x 30 inch)""]"
1,0,0,0,0,0,0,1,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (12 inch x 15 inch)""]"
1,0,0,0,0,0,0,0,0,2,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (14 inch x 18 inch)""]"
1,0,0,0,1,0,0,0,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (18 inch x 24 inch)""]"
1,0,0,0,0,0,0,1,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (16 inch x 20 inch)""]"
1,0,0,0,0,0,0,0,1,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (6 inch x 8 inch)""]"
1,0,0,0,0,0,0,1,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (12 inch x 15 inch)""]"
1,0,0,0,1,0,0,0,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (18 inch x 24 inch)""]"
1,0,0,0,0,0,0,1,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (16 inch x 20 inch)""]"
1,0,0,0,0,0,0,1,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (12 inch x 15 inch)""]"
1,0,0,0,0,0,0,1,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (12 inch x 15 inch)""]"
1,0,0,0,0,0,0,1,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (16 inch x 20 inch)""]"
1,0,0,0,0,0,0,0,1,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (6 inch x 8 inch)""]"
2,0,0,0,0,0,0,0,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (24 inch x 30 inch)""]"
1,0,0,0,1,0,0,0,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (18 inch x 24 inch)""]"
1,0,0,0,0,0,0,0,0,2,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (8 inch x 10 inch)""]"
1,0,0,0,0,0,0,1,0,1,GAGA Canvas Painting,GAGA,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (16 inch x 20 inch)""]"
2,0,0,0,1,0,0,0,0,0,GAJ IMPEX Acrylic Bangle Set,GAJ IMPEX,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles >> GAJ IMPEX Acrylic Bangle Set (Pack of 2)""]"
2,0,0,0,1,0,0,0,0,0,GAJ IMPEX Acrylic Bangle Set,GAJ IMPEX,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles >> GAJ IMPEX Acrylic Bangle Set (Pack of 2)""]"
2,0,0,0,1,0,0,0,0,0,GAJ IMPEX Acrylic Bangle Set,GAJ IMPEX,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles >> GAJ IMPEX Acrylic Bangle Set (Pack of 2)""]"
2,0,0,0,1,0,0,0,0,0,GAJ IMPEX Acrylic Bangle Set,GAJ IMPEX,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles >> GAJ IMPEX Acrylic Bangle Set (Pack of 2)""]"
2,0,0,0,1,0,0,0,0,0,GAJ IMPEX Acrylic Bangle Set,GAJ IMPEX,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles >> GAJ IMPEX Acrylic Bangle Set (Pack of 2)""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
1,0,1,0,0,1,0,0,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
1,0,1,0,0,1,0,0,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
0,0,1,0,0,1,0,1,0,0,GALLOWAY skinny Fit Women's Jeans,GALLOWAY,"[""Clothing >> Women's Clothing >> Western Wear >> Jeans & Shorts >> Jeans >> GALLOWAY Jeans >> GALLOWAY skinny Fit Women's Jeans""]"
1,0,1,0,0,1,0,0,0,0,GANPATI WHOLSALER Apple Iphone 6/6 Plus Apple Iphone 6/6 Plus USB USB Cable,GANPATI WHOLSALER,"[""Computers >> Laptop Accessories >> USB Gadgets >> GANPATI WHOLSALER USB Gadgets""]"
0,0,1,0,0,1,0,0,1,0,GAYATRI CREATIONS ORANGE KIDS SET 2 Containers Lunch Box,GAYATRI CREATIONS,"[""Kitchen & Dining >> Containers & Bottles >> Lunch Boxes >> GAYATRI CREATIONS Lunch Boxes >> GAYATRI CREATIONS ORANGE KIDS SET 2 Containers L...""]"
1,0,0,0,0,0,1,0,0,1,GB Jewellery Artistic Alloy Cubic Zirconia Yellow Gold Ring,GB Jewellery,"[""Jewellery >> Rings""]"
0,1,0,0,0,0,1,0,0,1,GB Jewellery Charming Alloy Cubic Zirconia Yellow Gold Ring,GB Jewellery,"[""Jewellery >> Rings""]"
0,0,0,0,0,0,2,0,0,1,GB Jewellery Distinguished Alloy Cubic Zirconia Yellow Gold Ring,GB Jewellery,"[""Jewellery >> Rings""]"
1,1,0,0,0,0,1,0,0,0,GB Jewellery Gold Plated Chains Brass Chain,GB Jewellery,"[""Jewellery >> Necklaces & Chains >> Chains >> GB Jewellery Gold Plated Chains Brass Chain""]"
1,0,0,0,0,0,1,0,0,1,GB Jewellery Luxurious Alloy Cubic Zirconia Yellow Gold Ring,GB Jewellery,"[""Jewellery >> Rings""]"
0,0,0,0,1,0,0,1,0,1,GCMR Silver Plated Wood Necklace,GCMR,"[""Jewellery >> Necklaces & Chains >> Necklaces""]"
0,0,1,1,0,1,0,0,0,0,GEMKOLABWELL G-S-725-14,GEMKOLABWELL,"[""Toys & School Supplies >> Learning & Educational Toys >> GEMKOLABWELL Learning & Educational Toys >> GEMKOLABWELL G-S-725-14 (White)""]"
0,2,0,0,0,0,0,0,1,0,GENERIC,GENERIC,"[""Beauty and Personal Care >> Makeup >> Body >> Tattoos >> GENERIC Tattoos >> GENERIC (LOTUS, JAAL WORK)""]"
0,1,0,0,1,0,0,0,1,0,"GENIAL Casuals, Loafers",GENIAL,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> Casual Shoes >> GENIAL Casuals, Loafers""]"
0,0,2,0,0,0,0,0,1,0,GHPC Men's Checkered Casual Denim Shirt,Slim,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> GHPC Casual & Party Wear Shirts""]"
1,0,1,0,1,0,0,0,0,0,GIA Metal Necklace,GIA,"[""Jewellery >> Necklaces & Chains >> Necklaces""]"
1,0,1,0,1,0,0,0,0,0,GIA Metal Necklace,GIA,"[""Jewellery >> Necklaces & Chains >> Necklaces""]"
1,0,0,0,0,1,0,0,0,1,GIMS Brown Viscose Carpet,GIMS,"[""Home Furnishing >> Floor Coverings >> Carpets & Rugs >> GIMS Brown Viscose Carpet (165 cm  X 120 cm)""]"
1,0,0,0,0,0,1,0,0,1,GINI & JONY Printed Baby Boy's Polo Neck Red T-Shirt,GINI & JONY,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> GINI & JONY Polos & T-Shirts >> GINI & JONY Printed Baby Boy's Polo Neck Red T-S...""]"
1,0,0,0,0,0,1,1,0,0,GINI & JONY Solid Baby Boy's Polo Neck Red T-Shirt,GINI & JONY,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> GINI & JONY Polos & T-Shirts >> GINI & JONY Solid Baby Boy's Polo Neck Red T-Shi...""]"
1,0,0,0,1,0,1,0,0,0,GINI & JONY Solid Baby Boy's Polo Neck White T-Shirt,GINI & JONY,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> GINI & JONY Polos & T-Shirts >> GINI & JONY Solid Baby Boy's Polo Neck White T-S...""]"
1,0,0,1,0,0,1,0,0,0,GINI & JONY Solid Baby Boy's Round Neck Green T-Shirt,GINI & JONY,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> GINI & JONY Polos & T-Shirts >> GINI & JONY Solid Baby Boy's Round Neck Green T-...""]"
1,0,0,1,0,0,1,0,0,0,GINI & JONY Solid Baby Boy's Round Neck Green T-Shirt,GINI & JONY,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> GINI & JONY Polos & T-Shirts >> GINI & JONY Solid Baby Boy's Round Neck Green T-...""]"
1,0,0,1,0,0,1,0,0,0,GINI & JONY Solid Baby Boy's Round Neck Green T-Shirt,GINI & JONY,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> GINI & JONY Polos & T-Shirts >> GINI & JONY Solid Baby Boy's Round Neck Green T-...""]"
1,0,0,1,0,0,1,0,0,0,GINI & JONY Solid Baby Boy's Round Neck Green T-Shirt,GINI & JONY,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> GINI & JONY Polos & T-Shirts >> GINI & JONY Solid Baby Boy's Round Neck Green T-...""]"
1,0,0,1,0,0,0,0,1,0,GINI & JONY Solid Baby Boy's Round Neck Red T-Shirt,GINI & JONY,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> GINI & JONY Polos & T-Shirts >> GINI & JONY Solid Baby Boy's Round Neck Red T-Shirt""]"
1,0,0,1,0,0,0,0,1,0,GINI & JONY Solid Baby Boy's Round Neck Red T-Shirt,GINI & JONY,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> GINI & JONY Polos & T-Shirts >> GINI & JONY Solid Baby Boy's Round Neck Red T-Shirt""]"
